"name","file_system","mount_point","size","computer","provided_by","computer.disk_space","computer.name","computer.os","computer.used_for"
"/dev/sda5","ext4","/usr","5.8 GB","SIEC-UEBGAP03","/dev/sda5","55 237,72","SIEC-UEBGAP03","GNU/Linux","Production"
"/dev/sda6","ext4","/var","3.8 GB","SIEC-UEBGAP02","/dev/sda6","14 299,96","SIEC-UEBGAP02","GNU/Linux","Production"
"/dev/sda1","ext4","/boot","238.1 MB","SIEC-UEBGAP04","/dev/sda1","14 709,76","SIEC-UEBGAP04","GNU/Linux","Production"
"/dev/sdc","xfs","/backups/VMS","6.8 TB","SIEC-UEBGAP03","/dev/sdc","55 237,72","SIEC-UEBGAP03","GNU/Linux","Production"
"/dev/mapper/glvm01-srv","ext4","/srv","1.8 GB","eud2-pr-mutdns2","","19","eud2-pr-mutdns2","GNU/Linux","Production"
"/dev/mapper/vg_data-lv_data","xfs","/data","50.0 GB","sana-asttkap02","","149,96","sana-asttkap02","GNU/Linux","Production"
"/dev/mapper/vg_root-lv_backups","xfs","/backups","36.7 GB","SIEC-UEBDAP01","","10 203,96","SIEC-UEBDAP01","GNU/Linux","Production"
"/dev/sda5","ext4","/usr","5.8 GB","PLKRSV70050","/dev/sda5","6 339","PLKRSV70050","GNU/Linux","Production"
"/dev/sda6","ext4","/var","3.8 GB","SIEC-UEBGAP05","/dev/sda6","13 890,16","SIEC-UEBGAP05","GNU/Linux","Production"
"/dev/nvme0n1p1","xfs","/","50.0 GB","sana-tomap01","/dev/nvme0n1p1","50","sana-tomap01","GNU/Linux","Production"
"/dev/sdc","xfs","/_Stateless/backups/VMS","6.8 TB","SIEC-UEBGAP01","/dev/sdc","14 462,96","SIEC-UEBGAP01","GNU/Linux","Production"
"/dev/sda1","ext4","/boot","238.1 MB","SIEC-UEBDAP03","/dev/sda1","10 203,96","SIEC-UEBDAP03","GNU/Linux","Production"
"/dev/sda2","ext4","/","975.9 MB","SIEC-UEBGAP04","/dev/sda2","14 709,76","SIEC-UEBGAP04","GNU/Linux","Production"
"/dev/sda2","ext4","/","975.9 MB","SIEC-UEBGAP01","/dev/sda2","14 462,96","SIEC-UEBGAP01","GNU/Linux","Production"
"/dev/sda3","ext4","/usr/bp","49.1 GB","SIEC-UEBDAP01","/dev/sda3","10 203,96","SIEC-UEBDAP01","GNU/Linux","Production"
"/dev/sda5","ext4","/usr","5.8 GB","SIEC-UEBDAP03","/dev/sda5","10 203,96","SIEC-UEBDAP03","GNU/Linux","Production"
"/dev/sdc","xfs","/backups/VMS","6.8 TB","SIEC-UEBGAP02","/dev/sdc","14 299,96","SIEC-UEBGAP02","GNU/Linux","Production"
"/dev/mapper/glvm01-tmp","ext4","/tmp","937.0 MB","eud2-pr-mutdns2","","19","eud2-pr-mutdns2","GNU/Linux","Production"
"/dev/mapper/vg_root-lv_backups","xfs","/backups","36.7 GB","SIEC-UEBGAP02","","14 299,96","SIEC-UEBGAP02","GNU/Linux","Production"
"/dev/mapper/vgapp-lv_app","xfs","/app","10.0 GB","sana-hrpap01","","109,97","sana-hrpap01","GNU/Linux","Production"
"/dev/sda3","ext4","/usr/bp","49.1 GB","SIEC-UEBGAP03","/dev/sda3","55 237,72","SIEC-UEBGAP03","GNU/Linux","Production"
"/dev/sda1","ext4","/boot","238.1 MB","SIEC-UEBDAP02","/dev/sda1","10 203,96","SIEC-UEBDAP02","GNU/Linux","Production"
"/dev/sda6","ext4","/var","3.8 GB","SIEC-UEBDAP01","/dev/sda6","10 203,96","SIEC-UEBDAP01","GNU/Linux","Production"
"/dev/mapper/glvm01-home","ext4","/home","1.8 GB","eud2-pr-mutdns1","","19","eud2-pr-mutdns1","GNU/Linux","Production"
"/dev/mapper/vg_app-lv_app","xfs","/app","10.0 GB","sana-timap02","","109,97","sana-timap02","GNU/Linux","Production"
"/dev/nvme0n1p1","xfs","/","50.0 GB","nexus-dev-app","/dev/nvme0n1p1","199,96","nexus-dev-app","GNU/Linux","Production"
"/dev/nvme0n1p1","xfs","/","100.0 GB","sana-atlap01","/dev/nvme0n1p1","99,99","sana-atlap01","GNU/Linux","Production"
"/dev/sda2","ext4","/","975.9 MB","SIEC-UEBDAP02","/dev/sda2","10 203,96","SIEC-UEBDAP02","GNU/Linux","Production"
"/dev/sda1","ext4","/boot","238.1 MB","SIEC-UEBDAP01","/dev/sda1","10 203,96","SIEC-UEBDAP01","GNU/Linux","Production"
"/dev/sda6","ext4","/var","3.8 GB","SIEC-UEBGAP03","/dev/sda6","55 237,72","SIEC-UEBGAP03","GNU/Linux","Production"
"/dev/sdb","xfs","/backups/Synology","3.0 TB","PLKRSV70050","/dev/sdb","6 339","PLKRSV70050","GNU/Linux","Production"
"/dev/mapper/glvm01-usr","ext4","/usr","1.8 GB","eud2-pr-mutdns2","","19","eud2-pr-mutdns2","GNU/Linux","Production"
"/dev/nvme0n1p1","xfs","/","100.0 GB","sana-hrpap01","/dev/nvme0n1p1","109,97","sana-hrpap01","GNU/Linux","Production"
"/dev/mapper/vg_data-lv_data","xfs","/data","50.0 GB","sana-asttkav02","","149,96","sana-asttkav02","GNU/Linux","Production"
"/dev/mapper/vg_root-lv_backups","xfs","/backups","36.7 GB","SIEC-UEBGAP03","","55 237,72","SIEC-UEBGAP03","GNU/Linux","Production"
"/dev/sda3","ext4","/usr/bp","49.1 GB","SIEC-UEBGAP01","/dev/sda3","14 462,96","SIEC-UEBGAP01","GNU/Linux","Production"
"/dev/sda5","ext4","/usr","5.8 GB","SIEC-UEBGAP04","/dev/sda5","14 709,76","SIEC-UEBGAP04","GNU/Linux","Production"
"/dev/sdc","xfs","/backups/VMS","4.8 TB","SIEC-UEBDAP01","/dev/sdc","10 203,96","SIEC-UEBDAP01","GNU/Linux","Production"
"/dev/mapper/glvm01-root","ext4","/","937.0 MB","eud2-pr-mutdns1","","19","eud2-pr-mutdns1","GNU/Linux","Production"
"/dev/nvme0n1p1","xfs","/","50.0 GB","sana-nexai03","/dev/nvme0n1p1","50","sana-nexai03","GNU/Linux","Integration"
"/dev/sda3","ext4","/usr/bp","49.1 GB","SIEC-UEBGAP04","/dev/sda3","14 709,76","SIEC-UEBGAP04","GNU/Linux","Production"
"/dev/sda5","ext4","/usr","5.8 GB","SIEC-UEBGAP05","/dev/sda5","13 890,16","SIEC-UEBGAP05","GNU/Linux","Production"
"/dev/sda6","ext4","/var","3.8 GB","SIEC-UEBDAP03","/dev/sda6","10 203,96","SIEC-UEBDAP03","GNU/Linux","Production"
"/dev/mapper/glvm01-var","ext4","/var","1.8 GB","eud2-pr-mutdns2","","19","eud2-pr-mutdns2","GNU/Linux","Production"
"/dev/sda1","ext4","/boot","238.1 MB","SIEC-UEBGAP03","/dev/sda1","55 237,72","SIEC-UEBGAP03","GNU/Linux","Production"
"/dev/sdc","xfs","/backups/VMS","4.8 TB","SIEC-UEBDAP03","/dev/sdc","10 203,96","SIEC-UEBDAP03","GNU/Linux","Production"
"/dev/sda2","ext4","/","975.9 MB","SIEC-UEBGAP05","/dev/sda2","13 890,16","SIEC-UEBGAP05","GNU/Linux","Production"
"/dev/mapper/vg_root-lv_backups","xfs","/backups","36.7 GB","SIEC-UEBDAP03","","10 203,96","SIEC-UEBDAP03","GNU/Linux","Production"
"/dev/mapper/vg_state-lv_backup","xfs","/_Stateless","199.9 GB","SIEC-UEBGAP01","","14 462,96","SIEC-UEBGAP01","GNU/Linux","Production"
"/dev/sda6","ext4","/var","3.8 GB","SIEC-UEBGAP04","/dev/sda6","14 709,76","SIEC-UEBGAP04","GNU/Linux","Production"
"/dev/mapper/glvm01-srv","ext4","/srv","1.8 GB","eud2-pr-mutdns1","","19","eud2-pr-mutdns1","GNU/Linux","Production"
"/dev/sda1","ext4","/boot","238.1 MB","PLKRSV70050","/dev/sda1","6 339","PLKRSV70050","GNU/Linux","Production"
"/dev/mapper/vg_root-lv_backups","xfs","/backups","36.7 GB","SIEC-UEBGAP05","","13 890,16","SIEC-UEBGAP05","GNU/Linux","Production"
"/dev/sda5","ext4","/usr","5.8 GB","SIEC-UEBDAP02","/dev/sda5","10 203,96","SIEC-UEBDAP02","GNU/Linux","Production"
"/dev/nvme0n1p1","xfs","/","100.0 GB","sana-asttkap02","/dev/nvme0n1p1","149,96","sana-asttkap02","GNU/Linux","Production"
"/dev/sda2","ext4","/","975.9 MB","SIEC-UEBGAP03","/dev/sda2","55 237,72","SIEC-UEBGAP03","GNU/Linux","Production"
"/dev/sda3","ext4","/usr/bp","49.1 GB","SIEC-UEBGAP05","/dev/sda3","13 890,16","SIEC-UEBGAP05","GNU/Linux","Production"
"/dev/sda5","ext4","/usr","5.8 GB","SIEC-UEBGAP01","/dev/sda5","14 462,96","SIEC-UEBGAP01","GNU/Linux","Production"
"/dev/sdc","xfs","/backups/VMS","7.0 TB","SIEC-UEBGAP04","/dev/sdc","14 709,76","SIEC-UEBGAP04","GNU/Linux","Production"
"/dev/mapper/glvm01-tmp","ext4","/tmp","937.0 MB","eud2-pr-mutdns1","","19","eud2-pr-mutdns1","GNU/Linux","Production"
"/dev/nvme0n1p1","xfs","/","200.0 GB","nexus-prod-app-1","/dev/nvme0n1p1","199,99","nexus-prod-app-1","GNU/Linux","Production"
"/dev/sda2","ext4","/","975.9 MB","SIEC-UEBDAP01","/dev/sda2","10 203,96","SIEC-UEBDAP01","GNU/Linux","Production"
"/dev/mapper/vg_root-lv_backups","xfs","/backups","36.7 GB","SIEC-UEBDAP02","","10 203,96","SIEC-UEBDAP02","GNU/Linux","Production"
"/dev/sda6","ext4","/var","3.8 GB","PLKRSV70050","/dev/sda6","6 339","PLKRSV70050","GNU/Linux","Production"
"/dev/sda2","ext4","/","975.9 MB","PLKRSV70050","/dev/sda2","6 339","PLKRSV70050","GNU/Linux","Production"
"/dev/sda3","ext4","/usr/bp","49.1 GB","SIEC-UEBDAP02","/dev/sda3","10 203,96","SIEC-UEBDAP02","GNU/Linux","Production"
"/dev/sda1","ext4","/boot","238.1 MB","SIEC-UEBGAP02","/dev/sda1","14 299,96","SIEC-UEBGAP02","GNU/Linux","Production"
"/dev/mapper/glvm01-usr","ext4","/usr","1.8 GB","eud2-pr-mutdns1","","19","eud2-pr-mutdns1","GNU/Linux","Production"
"/dev/nvme0n1p1","xfs","/","60.0 GB","nexus-int-app","/dev/nvme0n1p1","59,99","nexus-int-app","GNU/Linux","Production"
"/dev/mapper/vg_root-lv_backups","xfs","/backups","36.7 GB","SIEC-UEBGAP04","","14 709,76","SIEC-UEBGAP04","GNU/Linux","Production"
"/dev/sda3","ext4","/usr/bp","49.1 GB","PLKRSV70050","/dev/sda3","6 339","PLKRSV70050","GNU/Linux","Production"
"/dev/sda5","ext4","/usr","5.8 GB","SIEC-UEBGAP02","/dev/sda5","14 299,96","SIEC-UEBGAP02","GNU/Linux","Production"
"fs-da380e59.efs.us-east-1.amazonaws.com:/","nfs4","/scadaFileupload","888.2 PB","nexus-prod-app-1","","199,99","nexus-prod-app-1","GNU/Linux","Production"
"/dev/sda6","ext4","/var","3.8 GB","SIEC-UEBDAP02","/dev/sda6","10 203,96","SIEC-UEBDAP02","GNU/Linux","Production"
"/dev/sdc","xfs","/backups/VMS","6.6 TB","SIEC-UEBGAP05","/dev/sdc","13 890,16","SIEC-UEBGAP05","GNU/Linux","Production"
"/dev/mapper/glvm01-home","ext4","/home","1.8 GB","eud2-pr-mutdns2","","19","eud2-pr-mutdns2","GNU/Linux","Production"
"/dev/nvme0n1p1","xfs","/","100.0 GB","sana-asttkav02","/dev/nvme0n1p1","149,96","sana-asttkav02","GNU/Linux","Production"
"/dev/sdd","xfs","/backups/ALAIR","20.0 TB","SIEC-UEBGAP03","/dev/sdd","55 237,72","SIEC-UEBGAP03","GNU/Linux","Production"
"/dev/sda2","ext4","/","975.9 MB","SIEC-UEBDAP03","/dev/sda2","10 203,96","SIEC-UEBDAP03","GNU/Linux","Production"
"/dev/sda1","ext4","/boot","238.1 MB","SIEC-UEBGAP05","/dev/sda1","13 890,16","SIEC-UEBGAP05","GNU/Linux","Production"
"/dev/sda6","ext4","/var","3.8 GB","SIEC-UEBGAP01","/dev/sda6","14 462,96","SIEC-UEBGAP01","GNU/Linux","Production"
"/dev/nvme0n1p1","xfs","/","100.0 GB","sana-schwp01","/dev/nvme0n1p1","99,99","sana-schwp01","GNU/Linux","Production"
"/dev/mapper/glvm01-var","ext4","/var","1.8 GB","eud2-pr-mutdns1","","19","eud2-pr-mutdns1","GNU/Linux","Production"
"/dev/mapper/vg_root-lv_backups","xfs","/backups","36.7 GB","PLKRSV70050","","6 339","PLKRSV70050","GNU/Linux","Production"
"/dev/sda3","ext4","/usr/bp","49.1 GB","SIEC-UEBDAP03","/dev/sda3","10 203,96","SIEC-UEBDAP03","GNU/Linux","Production"
"/dev/sdc","xfs","/backups/VMS","4.8 TB","SIEC-UEBDAP02","/dev/sdc","10 203,96","SIEC-UEBDAP02","GNU/Linux","Production"
"/dev/mapper/glvm01-root","ext4","/","937.0 MB","eud2-pr-mutdns2","","19","eud2-pr-mutdns2","GNU/Linux","Production"
"/dev/nvme0n1p1","xfs","/","100.0 GB","sana-timap02","/dev/nvme0n1p1","109,97","sana-timap02","GNU/Linux","Production"
"/dev/sda1","ext4","/boot","238.1 MB","SIEC-UEBGAP01","/dev/sda1","14 462,96","SIEC-UEBGAP01","GNU/Linux","Production"
"/dev/sda3","ext4","/usr/bp","49.1 GB","SIEC-UEBGAP02","/dev/sda3","14 299,96","SIEC-UEBGAP02","GNU/Linux","Production"
"/dev/sda5","ext4","/usr","5.8 GB","SIEC-UEBDAP01","/dev/sda5","10 203,96","SIEC-UEBDAP01","GNU/Linux","Production"
"/dev/sda2","ext4","/","975.9 MB","SIEC-UEBGAP02","/dev/sda2","14 299,96","SIEC-UEBGAP02","GNU/Linux","Production"
"D:","ntfs","D:","178.9 GB","ALCN-71LGZW1-L","\\.\PHYSICALDRIVE0 Partition #30","1 526,63","ALCN-71LGZW1-L","Linux","Preproduction"
"/","ext3","/","5.8 GB","ALCN-4DDVKQ1-L","/ Partition #11446","249,99","ALCN-4DDVKQ1-L","Linux","Preproduction"
"D:","NTFS","D:","178.9 GB","ALCN-71LGZW1-L","\\.\PHYSICALDRIVE0 Partition #4","1 526,63","ALCN-71LGZW1-L","Linux","Preproduction"
"/opt","ext3","/opt","908.0 GB","ALCN-71LGZW1-L","/opt Partition #11444","1 526,63","ALCN-71LGZW1-L","Linux","Preproduction"
"/boot","ext3","/boot","100.0 MB","ALCN-4DDVKQ1-L","/boot Partition #11445","249,99","ALCN-4DDVKQ1-L","Linux","Preproduction"
"F:","FAT32","F:","14.4 TB","ALCN-71LGZW1-L","","1 526,63","ALCN-71LGZW1-L","Linux","Preproduction"
"C:","ntfs","C:","118.5 GB","ALCN-71LGZW1-L","\\.\PHYSICALDRIVE0 Partition #29","1 526,63","ALCN-71LGZW1-L","Linux","Preproduction"
"F:","FAT32","F:","3.6 GB","ALCN-71LGZW1-L","\\.\PHYSICALDRIVE1 Partition #41","1 526,63","ALCN-71LGZW1-L","Linux","Preproduction"
"C:","NTFS","C:","118.5 GB","ALCN-71LGZW1-L","\\.\PHYSICALDRIVE0 Partition #1","1 526,63","ALCN-71LGZW1-L","Linux","Preproduction"
"D:","ntfs","D:","10.0 GB","ALCN-4DDVKQ1-L","\\.\PHYSICALDRIVE1 Partition #3","249,99","ALCN-4DDVKQ1-L","Linux","Preproduction"
"/opt","ext3","/opt","908.0 GB","ALCN-4DDVKQ1-L","/opt Partition #11444","249,99","ALCN-4DDVKQ1-L","Linux","Preproduction"
"/","ext3","/","5.8 GB","ALCN-71LGZW1-L","/ Partition #11446","1 526,63","ALCN-71LGZW1-L","Linux","Preproduction"
"E:","ntfs","E:","200.0 GB","ALCN-4DDVKQ1-L","\\.\PHYSICALDRIVE2 Partition #4","249,99","ALCN-4DDVKQ1-L","Linux","Preproduction"
"/boot","ext3","/boot","100.0 MB","ALCN-71LGZW1-L","/boot Partition #11445","1 526,63","ALCN-71LGZW1-L","Linux","Preproduction"
"F:","FAT32","F:","14.4 GB","ALCN-71LGZW1-L","\\.\PHYSICALDRIVE1 Partition #40652","1 526,63","ALCN-71LGZW1-L","Linux","Preproduction"
"C:","ntfs","C:","40.0 GB","ALCN-4DDVKQ1-L","\\.\PHYSICALDRIVE0 Partition #1","249,99","ALCN-4DDVKQ1-L","Linux","Preproduction"
"/dev/mapper/vg_state-lv_backup","xfs","/_Stateless","3.9 TB","SIEC-UBFRAP01","","8 057","SIEC-UBFRAP01","Linux CentOS","Production"
"/dev/sda3","ext4","/","120.8 GB","fr-s-cour-mst1-data","/dev/sda3","1 933,01","fr-s-cour-mst1-data","Linux CentOS","Production"
"/dev/sda1","ext4","/boot","476.2 MB","defrsv20166","/dev/sda1","95","defrsv20166","Linux CentOS","Production"
"/dev/mapper/vg_os-root","xfs","/","9.8 GB","eud3-pr-mutzb1","","72","eud3-pr-mutzb1","Linux CentOS","Production"
"/dev/mapper/vg_os-var","xfs","/var","71.8 GB","eur3-pp-mutzbx","","178","eur3-pp-mutzbx","Linux CentOS","Preproduction"
"/dev/sda1","ext4","/boot","238.1 MB","SIEC-UBFRAP01","/dev/sda1","8 057","SIEC-UBFRAP01","Linux CentOS","Production"
"/dev/sde","xfs","/hadoop/hdfs/disk05","1.8 TB","fr-s-cour-wrk2-data","/dev/sde","22 568,17","fr-s-cour-wrk2-data","Linux CentOS","Production"
"/dev/sda","xfs","/hadoop/hdfs/disk01","1.8 TB","fr-s-cour-wrk2-data","/dev/sda","22 568,17","fr-s-cour-wrk2-data","Linux CentOS","Production"
"/dev/xvda3","xfs","/","91.6 GB","altacsws","/dev/xvda3","92,14","altacsws","Linux CentOS","Production"
"/dev/sda3","ext4","/","130.3 GB","fr-s-cour-edg1","/dev/sda3","6 133,85","fr-s-cour-edg1","Linux CentOS","Production"
"/dev/sda1","ext4","/boot","476.2 MB","SIEC-CESCAP01","/dev/sda1","585","SIEC-CESCAP01","Linux CentOS","Production"
"/dev/mapper/vg_os-root","xfs","/","9.8 GB","eud2-pr-mutstp01","","109","eud2-pr-mutstp01","Linux CentOS","Production"
"/dev/mapper/vg_plkrsv70028-lv_home","ext4","/home","44.8 GB","plkrsv70028","","194","plkrsv70028","Linux CentOS","Production"
"/dev/sda1","xfs","/boot","496.7 MB","eud2-pr-mutdns3","/dev/sda1","58","eud2-pr-mutdns3","Linux CentOS","Production"
"/dev/xvda1","xfs","/boot","496.7 MB","altacsweb","/dev/xvda1","96,09","altacsweb","Linux CentOS","Production"
"/dev/mapper/vg_state-lv_backup","xfs","/_Stateless","199.9 GB","SIEC-UEBMAP01","","6 702","SIEC-UEBMAP01","Linux CentOS","Production"
"/dev/sda1","xfs","/boot","496.7 MB","eud3-pr-pxyamqp","/dev/sda1","187","eud3-pr-pxyamqp","Linux CentOS","Production"
"/dev/mapper/vg_os-root","xfs","/","9.8 GB","eur3-pp-mongcap","","451","eur3-pp-mongcap","Linux CentOS","Preproduction"
"/dev/sdf","xfs","/hadoop/hdfs/disk06","1.8 TB","fr-s-cour-wrk2-data","/dev/sdf","22 568,17","fr-s-cour-wrk2-data","Linux CentOS","Production"
"/dev/xvda1","xfs","/boot","496.7 MB","sana-smrtp01","/dev/xvda1","17,98","sana-smrtp01","Linux CentOS","Production"
"/dev/sda1","ext4","/boot","476.2 MB","eud3-pr-muttsc1","/dev/sda1","207","eud3-pr-muttsc1","Linux CentOS","Production"
"/dev/xvda3","xfs","/","183.8 GB","sana-cusai02","/dev/xvda3","184,33","sana-cusai02","Linux CentOS","Preproduction"
"/dev/sda1","vfat","/boot/efi","197.2 MB","fr-s-cour-mst1-data","/dev/sda1","1 933,01","fr-s-cour-mst1-data","Linux CentOS","Production"
"/dev/sda5","ext4","/usr","5.8 GB","SIEC-UBFRAP01","/dev/sda5","8 057","SIEC-UBFRAP01","Linux CentOS","Production"
"/dev/mapper/vg_os-var","xfs","/var","52.0 GB","eur3-pp-canop","","144","eur3-pp-canop","Linux CentOS","Preproduction"
"/dev/sdd","xfs","/hadoop/hdfs/disk04","1.8 TB","fr-s-cour-wrk2-data","/dev/sdd","22 568,17","fr-s-cour-wrk2-data","Linux CentOS","Production"
"/dev/xvda1","xfs","/boot","496.7 MB","sana-cusai02","/dev/xvda1","184,33","sana-cusai02","Linux CentOS","Preproduction"
"/dev/xvda1","ext4","/boot","476.2 MB","CN-V-HZ-CES","/dev/xvda1","45","CN-V-HZ-CES","Linux CentOS","Production"
"/dev/sda1","ext4","/boot","476.2 MB","SIEC-CESPAP01","/dev/sda1","194","SIEC-CESPAP01","Linux CentOS","Production"
"/dev/mapper/vg_indlsv20007-lv_root","ext4","/","49.1 GB","indlsv20007","","144","indlsv20007","Linux CentOS","Production"
"/dev/sda3","ext4","/usr/bp","49.1 GB","ALAE-RAKUEB001","/dev/sda3","6 302","ALAE-RAKUEB001","Linux CentOS","Production"
"/dev/sdc","xfs","/hadoop/hdfs/disk03","1.8 TB","fr-s-cour-wrk1-data","/dev/sdc","22 567,67","fr-s-cour-wrk1-data","Linux CentOS","Production"
"/dev/sda1","xfs","/boot","496.7 MB","eur3-pp-mutzbx","/dev/sda1","178","eur3-pp-mutzbx","Linux CentOS","Preproduction"
"/dev/mapper/vg_os-var","xfs","/var","14.7 GB","eud2-pr-zbpxy1","","79","eud2-pr-zbpxy1","Linux CentOS","Production"
"/dev/sda1","xfs","/boot","496.7 MB","eur3-pp-mongcap","/dev/sda1","451","eur3-pp-mongcap","Linux CentOS","Preproduction"
"/dev/sdg1","vfat","/boot/efi","196.9 MB","fr-s-cour-wrk1-data","/dev/sdg1","22 567,67","fr-s-cour-wrk1-data","Linux CentOS","Production"
"/dev/mapper/centos-root","xfs","/","17.5 GB","sana-smrtp01","","17,98","sana-smrtp01","Linux CentOS","Production"
"/dev/xvda3","xfs","/","95.6 GB","altacsweb","/dev/xvda3","96,09","altacsweb","Linux CentOS","Production"
"/dev/sda1","xfs","/boot","496.7 MB","eur3-pp-canop","/dev/sda1","144","eur3-pp-canop","Linux CentOS","Preproduction"
"/dev/mapper/vg_os-root","xfs","/","39.1 GB","eud3-pr-pxyamqp","","187","eud3-pr-pxyamqp","Linux CentOS","Production"
"/dev/mapper/vg_os-var","xfs","/var","2.0 GB","eud2-pr-mutdns3","","58","eud2-pr-mutdns3","Linux CentOS","Production"
"/dev/sdd","xfs","/hadoop/hdfs/disk04","1.8 TB","fr-s-cour-wrk1-data","/dev/sdd","22 567,67","fr-s-cour-wrk1-data","Linux CentOS","Production"
"/dev/sda1","ext4","/boot","476.2 MB","plkrsv70028","/dev/sda1","194","plkrsv70028","Linux CentOS","Production"
"/dev/sda2","ext4","/","975.9 MB","ALAE-RAKUEB001","/dev/sda2","6 302","ALAE-RAKUEB001","Linux CentOS","Production"
"/dev/xvda1","xfs","/boot","496.7 MB","optis-services-int","/dev/xvda1","56,09","optis-services-int","Linux CentOS","Preproduction"
"/dev/mapper/vg_siecp001-lv_home","ext4","/home","44.8 GB","SIEC-CESPAP01","","194","SIEC-CESPAP01","Linux CentOS","Production"
"/dev/xvda3","xfs","/","55.6 GB","optis-services-int","/dev/xvda3","56,09","optis-services-int","Linux CentOS","Preproduction"
"/dev/mapper/vg_defrsv20166-lv_root","ext4","/","44.8 GB","defrsv20166","","95","defrsv20166","Linux CentOS","Production"
"/dev/sda1","ext4","/boot","476.2 MB","ALAE-RAKCES001","/dev/sda1","95","ALAE-RAKCES001","Linux CentOS","Production"
"/dev/sdb","xfs","/hadoop","418.9 GB","fr-s-cour-mst1-data","/dev/sdb","1 933,01","fr-s-cour-mst1-data","Linux CentOS","Production"
"/dev/mapper/vg_alaerakces001-lv_root","ext4","/","44.7 GB","ALAE-RAKCES001","","95","ALAE-RAKCES001","Linux CentOS","Production"
"/dev/mapper/vg_os-root","xfs","/","9.8 GB","eur3-pp-mutzbx","","178","eur3-pp-mutzbx","Linux CentOS","Preproduction"
"10.198.150.7:/document_library","nfs4","/document_library","50.0 GB","sana-cusap01","","184,33","sana-cusap01","Linux CentOS","Production"
"/dev/mapper/vg_cnvhzces-lv_root","ext4","/","44.9 GB","CN-V-HZ-CES","","45","CN-V-HZ-CES","Linux CentOS","Production"
"/dev/sda1","xfs","/boot","496.7 MB","eud3-pr-mutnms1","/dev/sda1","193","eud3-pr-mutnms1","Linux CentOS","Production"
"/dev/sdg3","ext4","/","105.7 GB","fr-s-cour-wrk2-data","/dev/sdg3","22 568,17","fr-s-cour-wrk2-data","Linux CentOS","Production"
"/dev/xvda1","xfs","/boot","496.7 MB","sana-cusai01","/dev/xvda1","184,33","sana-cusai01","Linux CentOS","Preproduction"
"/dev/sda2","ext4","/","975.9 MB","SIEC-UEBMAP01","/dev/sda2","6 702","SIEC-UEBMAP01","Linux CentOS","Production"
"/dev/xvda3","xfs","/","25.6 GB","optis-services","/dev/xvda3","26,08","optis-services","Linux CentOS","Production"
"/dev/sda3","ext4","/usr/bp","49.1 GB","SIEC-UBFRAP01","/dev/sda3","8 057","SIEC-UBFRAP01","Linux CentOS","Production"
"/dev/sda5","ext4","/usr","5.8 GB","ALAE-RAKUEB001","/dev/sda5","6 302","ALAE-RAKUEB001","Linux CentOS","Production"
"/dev/sdc","xfs","/hadoop/hdfs/disk03","1.8 TB","fr-s-cour-wrk2-data","/dev/sdc","22 568,17","fr-s-cour-wrk2-data","Linux CentOS","Production"
"/dev/sda1","ext4","/boot","238.1 MB","SIEC-UEBMAP01","/dev/sda1","6 702","SIEC-UEBMAP01","Linux CentOS","Production"
"/dev/sde","xfs","/hadoop/hdfs/disk05","1.8 TB","fr-s-cour-wrk1-data","/dev/sde","22 567,67","fr-s-cour-wrk1-data","Linux CentOS","Production"
"/dev/sda","xfs","/hadoop/hdfs/disk01","1.8 TB","fr-s-cour-wrk1-data","/dev/sda","22 567,67","fr-s-cour-wrk1-data","Linux CentOS","Production"
"/dev/xvda3","xfs","/","183.8 GB","sana-cusai01","/dev/xvda3","184,33","sana-cusai01","Linux CentOS","Preproduction"
"/dev/mapper/vg_eud3prmuttsc1-lv_root","ext4","/","9.7 GB","eud3-pr-muttsc1","","207","eud3-pr-muttsc1","Linux CentOS","Production"
"/dev/sda1","ext4","/boot","238.1 MB","ALAE-RAKUEB001","/dev/sda1","6 302","ALAE-RAKUEB001","Linux CentOS","Production"
"/dev/sda6","ext4","/var","3.8 GB","SIEC-UEBMAP01","/dev/sda6","6 702","SIEC-UEBMAP01","Linux CentOS","Production"
"/dev/sda1","xfs","/boot","496.7 MB","eud3-pr-mongcap","/dev/sda1","487","eud3-pr-mongcap","Linux CentOS","Production"
"/dev/sdb","xfs","/hadoop/hdfs/disk02","1.8 TB","fr-s-cour-wrk2-data","/dev/sdb","22 568,17","fr-s-cour-wrk2-data","Linux CentOS","Production"
"/dev/mapper/vg_os-root","xfs","/","9.8 GB","eur3-pp-canop","","144","eur3-pp-canop","Linux CentOS","Preproduction"
"10.199.71.24://opt/document_library","nfs4","/document_library","60.0 GB","sana-cusai02","","184,33","sana-cusai02","Linux CentOS","Preproduction"
"/dev/mapper/vg_plkrsv70027-lv_root","ext4","/","186.9 GB","SIEC-CESCAP01","","585","SIEC-CESCAP01","Linux CentOS","Production"
"/dev/sdc","xfs","/_Stateless/backups/VMS","3.0 TB","SIEC-UEBMAP01","/dev/sdc","6 702","SIEC-UEBMAP01","Linux CentOS","Production"
"/dev/xvda1","xfs","/boot","496.7 MB","altacsview","/dev/xvda1","56,09","altacsview","Linux CentOS","Production"
"/dev/mapper/vg_state-lv_backup","xfs","/_Stateless","3.0 TB","ALAE-RAKUEB001","","6 302","ALAE-RAKUEB001","Linux CentOS","Production"
