"name","file_system","mount_point","size","computer","provided_by","computer.disk_space","computer.name","computer.os","computer.used_for"
"10.196.18.14:/AGS_commerce_uat_app/data/msds","nfs4","/var/www/prod/arg-hybris/msds","196.0 GB","argebzstgweb01","","218","argebzstgweb01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_exploit","xfs","/home/exploit","252.7 MB","saho-archv01","","149","saho-archv01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_app-lv_app","xfs","/app","199.9 GB","saag-terraar02","","551","saag-terraar02","Linux Red Hat","Preproduction"
"lie1apd:/home/interface3","nfs4","/eu-oraliGZ-dev/lie1apd/home/interface3","2.0 GB","ai-samba-pprd","","117","ai-samba-pprd","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_hometmp","xfs","/home/tmp","1014.0 MB","SAAI-SAPRP01","","105","SAAI-SAPRP01","Linux Red Hat","Production"
"10.152.74.60:/interfaces","nfs4","/home/interfaces/ETLAWS","888.2 PB","siai-gatwp01","","631","siai-gatwp01","Linux Red Hat","Production"
"/dev/mapper/vg00-auditvol","ext4","/var/log/audit","9.7 GB","argebzdevend01","","226,15","argebzdevend01","Linux Red Hat","Development"
"/dev/mapper/root_vg-lv_home","ext4","/home","3.8 GB","adc-al-lnx68","","30,6","adc-al-lnx68","Linux Red Hat","Preproduction"
"/dev/sda1","xfs","/boot","496.7 MB","siai-ansip01","/dev/sda1","126","siai-ansip01","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_homes_ocd_zpa_d","xfs","/home/s_ocd_zpa_d","496.7 MB","SIAI-ZPACD01","","105","SIAI-ZPACD01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_var","ext4","/var","4.8 GB","saeu-madiv01","","200","saeu-madiv01","Linux Red Hat","Preproduction"
"vmalqnasnprd02:/aghybrisprod","nfs4","/hybrissharepoint","4.9 GB","argebzprdweb02","","741","argebzprdweb02","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_exploit","xfs","/home/exploit","250.7 MB","siai-etxcv01","","135","siai-etxcv01","Linux Red Hat","Preproduction"
"/dev/nvme0n1p1","xfs","/boot","496.7 MB","saeu-prdgp05","/dev/nvme0n1p1","451,95","saeu-prdgp05","Linux Red Hat","Production"
"lie1apu:/home/interface","nfs4","/home/interfaces/ORACLELI","2.0 GB","siai-gatwv01","","352","siai-gatwv01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_hometmp","xfs","/home/tmp","1014.0 MB","saeu-esbmp01","","218","saeu-esbmp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_home","xfs","/home","124.7 MB","saec-engiv01","","65,98","saec-engiv01","Linux Red Hat","Preproduction"
"/dev/mapper/vg00-crashvol","ext4","/var/crash","975.9 MB","argebzprdpub02","","908","argebzprdpub02","Linux Red Hat","Production"
"/dev/mapper/root_vg-lv_root","ext4","/","9.5 GB","adc-al-lnx68","","30,6","adc-al-lnx68","Linux Red Hat","Preproduction"
"/dev/mapper/vg_data-lv_hraccess","xfs","/home/interfaces/HRACCESS","96.7 MB","siai-gatwp01","","631","siai-gatwp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_var","xfs","/var","7.0 GB","saeu-aldfp01","","215","saeu-aldfp01","Linux Red Hat","Production"
"/dev/mapper/sdisk01_vg-sdisk01","xfs","/sdisk01","99.9 GB","saag-bwstp09","","1 509,45","saag-bwstp09","Linux Red Hat","Production"
"ambeapp:/home/ora_appl_AMBEP/SEPA","nfs4","/home/ora_appl_AMBEP/SEPA","194.5 GB","ai-samba-prod","","114","ai-samba-prod","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_tmp","xfs","/tmp","1014.0 MB","SIHO-ARCWP01","","151","SIHO-ARCWP01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_hpomuser","xfs","/home/hpomuser","124.7 MB","saeu-opwcp01","","633","saeu-opwcp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_admin","xfs","/admin","60.7 MB","SIAI-NTRDP02","","154","SIAI-NTRDP02","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_home","xfs","/home","124.7 MB","saeu-prodp06","","56,96","saeu-prodp06","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_sirhprd","xfs","/home/sirhprd","45.0 GB","SIHO-ARCWP01","","151","SIHO-ARCWP01","Linux Red Hat","Production"
"/dev/mapper/vg00-homevol","ext4","/home","6.8 GB","argebzstgdb01","","4 649","argebzstgdb01","Linux Red Hat","Preproduction"
"/dev/mapper/root_vg-lv_tmp","ext4","/tmp","10.8 GB","sanamxmdd02","","2 528","sanamxmdd02","Linux Red Hat","Development"
"/dev/sda1","xfs","/boot","496.7 MB","siai-rhstp12","/dev/sda1","2 157","siai-rhstp12","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_optTMEA","xfs","/opt/TMEA","30.0 GB","siai-probp01","","250,15","siai-probp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_varcrash","ext4","/var/crash","9.8 GB","argebzprddep02","","1 327","argebzprddep02","Linux Red Hat","Production"
"/dev/mapper/rhel-home","xfs","/home","5.1 GB","sanasoap03","","137","sanasoap03","Linux Red Hat","Production"
"/dev/nvme0n1p2","xfs","/","100.0 GB","ip-10-198-38-189","/dev/nvme0n1p2","99,99","ip-10-198-38-189","Linux Red Hat","Production"
"/dev/mapper/vg_data-gitlab_lv","xfs","/home/gitlab-runner","10.0 GB","siai-ansip01","","126","siai-ansip01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_tmp","xfs","/tmp","2.1 GB","siai-hopsp01","","1 477","siai-hopsp01","Linux Red Hat","Production"
"svmeuap01.eu.corp.airliquide.com:/vol/STD_VFEUAP01_MP01/OPUS_Data","nfs4","/home/interfaces/OPUS","5.0 GB","siai-gatwv01","","352","siai-gatwv01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_hpomuser","xfs","/home/hpomuser","124.7 MB","saho-archv01","","149","saho-archv01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_admin","xfs","/admin","60.7 MB","siai-hopsp01","","1 477","siai-hopsp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_home","xfs","/home","124.7 MB","saeu-aldfp01","","215","saeu-aldfp01","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_unicenter","xfs","/home/unicenter","11.0 GB","siai-gatwv01","","352","siai-gatwv01","Linux Red Hat","Preproduction"
"/dev/mapper/vg00-lv_cva","ext4","/cva","4.8 GB","saag-hyftssp01","","692","saag-hyftssp01","Linux Red Hat","Production"
"/dev/mapper/root_vg-lv_var","ext4","/var","4.9 GB","sanaspcdp01","","1 033","sanaspcdp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_var_crash","xfs","/var/crash","5.0 GB","saag-terraap02","","551","saag-terraap02","Linux Red Hat","Production"
"/dev/mapper/rhel-opt","xfs","/opt","5.1 GB","sanasoav03","","141","sanasoav03","Linux Red Hat","Preproduction"
"/dev/nvme0n1p2","xfs","/","100.0 GB","sana-adsap01","/dev/nvme0n1p2","99,99","sana-adsap01","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_cache_pulp","xfs","/var/cache/pulp","30.0 GB","siai-rhstp12","","2 157","siai-rhstp12","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_tmp","xfs","/tmp","1014.0 MB","saeu-esbdd03","","61,85","saeu-esbdd03","Linux Red Hat","Development"
"uxadmin-alseis.eu.corp.airliquide.com:/vol/C3_PER_VUNIX/AdminCentral","nfs4","/admin/central","1.7 TB","SIHO-ARCWP01","","151","SIHO-ARCWP01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_opt","xfs","/opt","5.0 GB","saag-terraar01","","551","saag-terraar01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_admin","xfs","/admin","60.7 MB","saeu-lagep01","","66,85","saeu-lagep01","Linux Red Hat","Production"
"bkpsolaris-DRP:/vol/STD_VFDCIN01V_UX01/BAKP_Gsun","nfs4","/ufsdump","2.8 TB","siai-etxcp01","","135","siai-etxcp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_home","xfs","/home","122.7 MB","saai-autop02","","262","saai-autop02","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_wwbcomp","xfs","/home/wwbcomep","20.0 GB","saeu-prodp06","","56,96","saeu-prodp06","Linux Red Hat","Production"
"/dev/mapper/vg00-rootvol","ext4","/","19.6 GB","argebzdevend01","","226,15","argebzdevend01","Linux Red Hat","Development"
"/dev/sda1","xfs","/boot","496.7 MB","siai-rhstv52","/dev/sda1","2 007","siai-rhstv52","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-var_log","xfs","/var/log","5.0 GB","sanaistp01","","121","sanaistp01","Linux Red Hat","Production"
"/dev/mapper/rhel-tmp","xfs","/tmp","10.0 GB","sana-ebsrdp01","","43 187,11","sana-ebsrdp01","Linux Red Hat","Production"
"/dev/nvme2n1","ext4","/mnt","98.3 GB","argebzqaweb01","/dev/nvme2n1","258,97","argebzqaweb01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_data-lv_data","ext4","/data","49.1 GB","SIAI-NTRDP01","","206","SIAI-NTRDP01","Linux Red Hat","Production"
"/dev/mapper/appvg-lv_d01","ext4","/d01","49.1 GB","sana-aixp-ibm1-dr","","3 117","sana-aixp-ibm1-dr","Linux Red Hat","Production"
"uxadmin-alseis.eu.corp.airliquide.com:/vol/C3_PER_VUNIX/AdminCentral","nfs4","/admin/central","1.7 TB","saeu-vdbwp01","","205","saeu-vdbwp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_patrol","xfs","/home/patrol","1014.0 MB","co-esbgw01-prod","","126","co-esbgw01-prod","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_admin","xfs","/admin","60.7 MB","siai-gatwp01","","631","siai-gatwp01","Linux Red Hat","Production"
"/dev/mapper/vg04-sdisk01vol","ext4","/sdisk01","98.3 GB","argebzqadb01","","1 859,14","argebzqadb01","Linux Red Hat","Preproduction"
"eu-esbnfs-pprd:/home/esb/interfaces","nfs4","/home/esb/interfaces","60.0 GB","saeu-esbmv01","","197","saeu-esbmv01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_home","xfs","/home","122.7 MB","saeu-cockp01","","304","saeu-cockp01","Linux Red Hat","Production"
"/dev/mapper/vg00-tmpvol","ext4","/tmp","2.0 GB","argebzprdpub04","","952","argebzprdpub04","Linux Red Hat","Production"
"/dev/mapper/vg_sdisk-lv_sdisk3","xfs","/sdisk03","119.9 GB","saag-bwstr06","","1 129,25","saag-bwstr06","Linux Red Hat","Test"
"/dev/mapper/rhel-var","xfs","/var","5.4 GB","sanasoap03","","137","sanasoap03","Linux Red Hat","Production"
"/dev/sda1","xfs","/boot","496.7 MB","co-esbgw02-pprd","/dev/sda1","125","co-esbgw02-pprd","Linux Red Hat","Preproduction"
"/dev/mapper/vg_data-lv_ftpinfineon","xfs","/home/s_ftpinfineon","5.0 GB","saeu-aldfp01","","215","saeu-aldfp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_tmp","ext4","/tmp","975.9 MB","saif-rhelpocd01","","100","saif-rhelpocd01","Linux Red Hat","Sandbox"
"/dev/mapper/vg00-tmpvol","ext4","/tmp","2.9 GB","argebzprdess01","","1 102","argebzprdess01","Linux Red Hat","Production"
"/dev/mapper/sysvg-cvalv","xfs","/cva","5.0 GB","adc-al-lnx52r","","653","adc-al-lnx52r","Linux Red Hat","Production"
"/dev/mapper/rootvg-lv_cva","ext4","/cva","4.8 GB","adc-al-lnx99","","599","adc-al-lnx99","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_homeprobe","xfs","/home/probe","17.0 GB","siai-probp01","","250,15","siai-probp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_tmp","xfs","/tmp","1014.0 MB","saho-archv01","","149","saho-archv01","Linux Red Hat","Preproduction"
"/dev/mapper/data02-lv_d02_local","ext4","/backup","383.8 GB","sanasvxdd01","","782,23","sanasvxdd01","Linux Red Hat","Development"
"uxadmin-alseis.eu.corp.airliquide.com:/vol/C3_PER_VUNIX/AdminCentral","nfs4","/admin/central","1.7 TB","siai-etxcp01","","135","siai-etxcp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_root","ext4","/","7.7 GB","saeu-madiv01","","200","saeu-madiv01","Linux Red Hat","Preproduction"
"/dev/mapper/vgapp-lv_oracle1","xfs","/oracle1","499.8 GB","saag-hyodb2q01","","1 309,39","saag-hyodb2q01","Linux Red Hat","QA"
"eu-neaci-pprd:/interfaces","nfs4","/home/interfaces/NEA","7.0 GB","siai-gatwv01","","352","siai-gatwv01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_homesansip","ext4","/home/s_ansip","212.9 MB","SIAI-NTRDP01","","206","SIAI-NTRDP01","Linux Red Hat","Production"
"/dev/xvdh","xfs","/app","399.9 GB","as-prd-essrep","","448,99","as-prd-essrep","Linux Red Hat","Production"
"/dev/mapper/vg00-varvol","ext4","/var","5.9 GB","argebzstgdb01","","4 649","argebzstgdb01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_tsmve10root-home","xfs","/home","96.7 MB","ai-tsmve10-prod","","109","ai-tsmve10-prod","Linux Red Hat","Production"
"/dev/mapper/sysvg-LogVol06","","/home","2.0 GB","alqaglnx02r","/dev/mapper/sysvg-LogVol06","992","alqaglnx02r","Linux Red Hat","Production"
"/dev/mapper/rootvg-lv_opt","ext4","/opt","5.8 GB","adc-al-lnx95","","604","adc-al-lnx95","Linux Red Hat","Production"
"/dev/sda1","xfs","/boot","496.7 MB","saho-alfrp02","/dev/sda1","139","saho-alfrp02","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_homesplunk","xfs","/home/splunk","4.0 GB","siai-gatwp01","","631","siai-gatwp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_var","xfs","/var","5.0 GB","siai-hadmp01","","269","siai-hadmp01","Linux Red Hat","Production"
"/dev/mapper/datavg-data_lv","ext4","/d01","19.6 GB","adc-al-lnx95","","604","adc-al-lnx95","Linux Red Hat","Production"
"uxadmin-alseis.eu.corp.airliquide.com:/vol/C3_PER_VUNIX/HomeDirs","nfs4","/home/users","40.0 GB","saif-ansiv05","","105","saif-ansiv05","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_root","xfs","/","10.0 GB","saeu-pprdv11","","222,45","saeu-pprdv11","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_exploit","xfs","/home/exploit","252.7 MB","co-esbgw02-pprd","","125","co-esbgw02-pprd","Linux Red Hat","Preproduction"
"/dev/mapper/vgapp-lv_sdisk04","xfs","/sdisk04","20.0 GB","saag-hyodb2s01","","1 119,47","saag-hyodb2s01","Linux Red Hat","Preproduction"
"eu-ouaci-pprd.eu.corp.airliquide.com:/usr/sap/OUA/IXOS","nfs4","/usr/sap/OUA/IXOS","70.0 GB","saeu-ouaav02","","487","saeu-ouaav02","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_hometmp","xfs","/home/tmp","1014.0 MB","siai-rhstp12","","2 157","siai-rhstp12","Linux Red Hat","Production"
"//SANA-ALTAI12/ALTAi12_Archive_CA","cifs","/ALTAi12_Archive_CA","79.9 GB","adc-al-lnx72","","1 118","adc-al-lnx72","Linux Red Hat","Production"
"/dev/mapper/vg_orabase2-lv_orabase2","ext4","/orabase2","492.0 GB","EUD3-PR-MUTMAIN","","9 605,07","EUD3-PR-MUTMAIN","Linux Red Hat","Production"
"/dev/mapper/vg00alt-homevol","ext4","/home","9.7 GB","argebzqaweb01","","258,97","argebzqaweb01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_tsmvedata-lv_homesplunk","xfs","/home/splunk","4.0 GB","siai-tsmvv01","","104","siai-tsmvv01","Linux Red Hat","Preproduction"
"/dev/mapper/sysvg-usrlv","ext4","/usr","4.8 GB","ADC-AL-LNX81","","837,3","ADC-AL-LNX81","Linux Red Hat","Production"
"/dev/mapper/rootvg-lv_tmp","ext4","/tmp","3.8 GB","adc-al-lnx95","","604","adc-al-lnx95","Linux Red Hat","Production"
"/dev/sda1","xfs","/boot","1014.0 MB","EUR3-IT-SVXORA2","/dev/sda1","39 062,67","EUR3-IT-SVXORA2","Linux Red Hat","Integration"
"/dev/mapper/vg_data-lv_homesplunk","xfs","/home/splunk","4.0 GB","ai-samba-pprd","","117","ai-samba-pprd","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_var","xfs","/var","5.0 GB","saho-alfrp04","","139","saho-alfrp04","Linux Red Hat","Production"
"/dev/mapper/data_vg-lv_backup","ext4","/backup","688.9 GB","sanamxmdd02","","2 528","sanamxmdd02","Linux Red Hat","Development"
"uxadmin-alseis.eu.corp.airliquide.com:/vol/C3_PER_VUNIX/HomeDirs","nfs4","/home/users","40.0 GB","saeu-vdbwd01","","124","saeu-vdbwd01","Linux Red Hat","Development"
"/dev/mapper/vg_root-lv_root","ext4","/","28.7 GB","adc-al-lnx148","","101,63","adc-al-lnx148","Linux Red Hat","Production"
"10.192.32.38:/AGS_NFS_01/aghybrisprod/data/alt/header1","nfs4","/var/www/prod/arg-hybris/alt/header1","650.0 GB","argebzprdweb03","","736","argebzprdweb03","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_exploit","ext4","/home/exploit","239.9 MB","saeu-madip01","","299","saeu-madip01","Linux Red Hat","Production"
"/dev/mapper/vgapp-lv_sdisk11","xfs","/sdisk11","174.9 GB","saag-hyodb2u01","","919,57","saag-hyodb2u01","Linux Red Hat","Preproduction"
"gio_dc_big_prod:/STD_VFEUAP01_DRP_MP01/BIGI_Interfaces","nfs4","/home/interfaces/BIG","50.0 GB","siai-gatwp01","","631","siai-gatwp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_hometmp","xfs","/home/tmp","1014.0 MB","SIAI-NTSYP02","","354","SIAI-NTSYP02","Linux Red Hat","Production"
"10.151.25.102:/swiss/files","nfs4","/home/esb/interfaces/imagine/swiss","888.2 PB","saeu-esbmp01","","218","saeu-esbmp01","Linux Red Hat","Production"
"/dev/mapper/vg_oraexploit-lv_oraexploit","ext4","/oraexploit","49.1 GB","EUR3-IT-SVXORA2","","39 062,67","EUR3-IT-SVXORA2","Linux Red Hat","Integration"
"/dev/mapper/vg01-appvol","ext4","/app","49.1 GB","argebzprdpub02","","908","argebzprdpub02","Linux Red Hat","Production"
"/dev/sda7","ext3","/var","3.7 GB","pdc-al-lnx2","/dev/sda7","271","pdc-al-lnx2","Linux Red Hat","Production"
"/dev/mapper/rootvg-opt_lv","xfs","/opt","5.0 GB","adc-al-lnx72","","1 118","adc-al-lnx72","Linux Red Hat","Production"
"/dev/sda1","ext3","/boot","193.7 MB","saeu-moskp01","/dev/sda1","200","saeu-moskp01","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_homesplunk","xfs","/home/splunk","4.0 GB","saeu-lagep01","","66,85","saeu-lagep01","Linux Red Hat","Production"
"uxadmin-alseis.eu.corp.airliquide.com:/vol/C3_PER_VUNIX/HomeDirs","nfs4","/home/users","40.0 GB","siai-tsmvv01","","104","siai-tsmvv01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_root","xfs","/","10.0 GB","saeu-prdgp05","","451,95","saeu-prdgp05","Linux Red Hat","Production"
"10.196.18.14:/AGS_commerce_uat_app/data/alt/header1","nfs4","/var/www/prod/arg-hybris/alt/header1","196.0 GB","argebzstgweb01","","218","argebzstgweb01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_exploit","xfs","/home/exploit","252.7 MB","saeu-vdbwd01","","124","saeu-vdbwd01","Linux Red Hat","Development"
"ho-rps3DB-prod:/home/rps","nfs4","/home/interfaces/RPS","216.3 GB","siai-gatwv01","","352","siai-gatwv01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_hometmp","xfs","/home/tmp","1014.0 MB","saai-dbadp01","","119","saai-dbadp01","Linux Red Hat","Production"
"10.152.68.38:/","nfs4","/ETL-CF-EFS-PROD-10-152.68.38","888.2 PB","ai-samba-prod","","114","ai-samba-prod","Linux Red Hat","Production"
"/dev/mapper/vg01-lv_db","ext4","/db","19.6 GB","sana-ebsrdp01","","43 187,11","sana-ebsrdp01","Linux Red Hat","Production"
"/dev/mapper/VolGroup-varvol","ext4","/var","4.8 GB","saagebzprddb02","","8 224,47","saagebzprddb02","Linux Red Hat","Production"
"/dev/sda1","xfs","/boot","496.7 MB","siai-gatwp01","/dev/sda1","631","siai-gatwp01","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_homesplunk","ext4","/home/splunk","3.9 GB","saeu-madip01","","299","saeu-madip01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_var","xfs","/var","5.0 GB","saeu-esbmp01","","218","saeu-esbmp01","Linux Red Hat","Production"
"uxhome-alseis.eu.corp.airliquide.com:/vol/C3_PER_VUNIX/AdminCentral","nfs4","/admin/central","1.7 TB","saeu-ouaav02","","487","saeu-ouaav02","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_tmp","xfs","/tmp","1014.0 MB","saeu-cockp01","","304","saeu-cockp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_exploit","xfs","/home/exploit","252.7 MB","siai-rhstp12","","2 157","siai-rhstp12","Linux Red Hat","Production"
"lie1app:/home/interfaceWISE","nfs4","/home/interfaces/WISE","5.0 GB","siai-gatwp01","","631","siai-gatwp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_hometmp","xfs","/home/tmp","1014.0 MB","saho-alfrp02","","139","saho-alfrp02","Linux Red Hat","Production"
"10.192.17.102:/StdReg","nfs","/StdReg","91.5 GB","adc-al-lnx52r","","653","adc-al-lnx52r","Linux Red Hat","Production"
"/dev/mapper/vg_os-var","xfs","/var","203.5 GB","eud2-pr-mutux2","","479","eud2-pr-mutux2","Linux Red Hat","Production"
"/dev/mapper/vg00-auditvol","ext4","/var/log/audit","975.7 MB","saag-hyftssp01","","692","saag-hyftssp01","Linux Red Hat","Production"
"/dev/mapper/root_vg-lv_opt","ext4","/opt","4.7 GB","adc-al-lnx68","","30,6","adc-al-lnx68","Linux Red Hat","Preproduction"
"/dev/sda1","ext4","/boot","189.7 MB","EUR3-PP-SVXMAIN","/dev/sda1","41 040,07","EUR3-PP-SVXMAIN","Linux Red Hat","Preproduction"
"/dev/mapper/vg_data-lv_home_ocd_zpa","xfs","/home/s_ocd_zpa","2.0 GB","SIAI-SRAMP02","","116","SIAI-SRAMP02","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_var","xfs","/var","5.0 GB","SIAI-NTSYP02","","354","SIAI-NTSYP02","Linux Red Hat","Production"
"ai-gateway-pprd:/home/interfaces/CARBAGAS/TRANSFERT_EDATA","nfs4","/ai-gateway-pprd/home/interfaces/CARBAGAS/TRANSFERT_EDATA","64.0 MB","ai-samba-pprd","","117","ai-samba-pprd","Linux Red Hat","Preproduction"
"/dev/nvme0n1p1","ext4","/boot","487.9 MB","argebzdevend01","/dev/nvme0n1p1","226,15","argebzdevend01","Linux Red Hat","Development"
"/dev/mapper/vg_root-lv_tmp","xfs","/tmp","10.0 GB","saag-bwstr06","","1 129,25","saag-bwstr06","Linux Red Hat","Test"
"picapp:/home/interface/CRCD","nfs4","/home/interfaces/CRCD","7.0 GB","siai-gatwv01","","352","siai-gatwv01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_hpomuser","xfs","/home/hpomuser","124.7 MB","saeu-esbmv01","","197","saeu-esbmv01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_admin","xfs","/admin","60.7 MB","saeu-esbmp01","","218","saeu-esbmp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_home","xfs","/home","124.7 MB","siai-gatwv01","","352","siai-gatwv01","Linux Red Hat","Preproduction"
"/dev/mapper/vg_data-lv_seebeyond","xfs","/home/seebeyond","20.0 GB","saeu-esbmp01","","218","saeu-esbmp01","Linux Red Hat","Production"
"/dev/mapper/vg00-cvavol","ext4","/cva","4.8 GB","argebzprdpub04","","952","argebzprdpub04","Linux Red Hat","Production"
"/dev/mapper/root_vg-lv_root","ext4","/","9.7 GB","sanamxmdd01","","2 724","sanamxmdd01","Linux Red Hat","Development"
"/dev/sda1","ext4","/boot","239.9 MB","saag-hyftssp01","/dev/sda1","692","saag-hyftssp01","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_lib_qpidd","xfs","/var/lib/qpidd","596.7 MB","siai-rhstv52","","2 007","siai-rhstv52","Linux Red Hat","Preproduction"
"/dev/mapper/vg_root-lv_var","xfs","/var","5.0 GB","siai-etxcv01","","135","siai-etxcv01","Linux Red Hat","Preproduction"
"/dev/mapper/orabase_test-orabase_test","ext4","/orabase_test","1007.8 GB","EUR3-IT-SVXORA2","","39 062,67","EUR3-IT-SVXORA2","Linux Red Hat","Integration"
"/dev/mapper/vg_root-lv_tmp","xfs","/tmp","5.0 GB","saag-terraar02","","551","saag-terraar02","Linux Red Hat","Preproduction"
"saeu-madip01:/home/appli","nfs4","/home/interfaces/MADI","97.3 GB","siai-gatwp01","","631","siai-gatwp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_hpomuser","xfs","/home/hpomuser","124.7 MB","co-esbgw02-prod","","126","co-esbgw02-prod","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_admin","ext4","/admin","58.0 MB","SIAI-NTRDP01","","206","SIAI-NTRDP01","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_s_ansip","xfs","/home/s_ansip","1014.0 MB","siai-ansip01","","126","siai-ansip01","Linux Red Hat","Production"
"/dev/mapper/vg00-homevol","ext4","/home","1.9 GB","argebzprdhss01","","2 037","argebzprdhss01","Linux Red Hat","Production"
"/dev/mapper/root_vg-lv_usr","ext4","/usr","5.9 GB","sanatlsdp01","","1 038","sanatlsdp01","Linux Red Hat","Production"
"/dev/sda1","ext4","/boot","189.7 MB","EUD3-PR-SVXMAIN","/dev/sda1","23 601,07","EUD3-PR-SVXMAIN","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_oracle","xfs","/oracle","196.7 MB","saeu-opwcp01","","633","saeu-opwcp01","Linux Red Hat","Production"
"/dev/mapper/rhel-lv_cva","xfs","/cva","5.0 GB","sanasoav03","","141","sanasoav03","Linux Red Hat","Preproduction"
"/dev/nvme0n1p2","xfs","/","6.0 GB","sa-us-limsd01","/dev/nvme0n1p2","3 307,83","sa-us-limsd01","Linux Red Hat","Development"
"/dev/mapper/vg_data-lv_appli","xfs","/home/esb","20.0 GB","co-esbgw02-prod","","126","co-esbgw02-prod","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_tmp","ext4","/tmp","975.9 MB","saeu-madiv01","","200","saeu-madiv01","Linux Red Hat","Preproduction"
"uxadmin-alseis.eu.corp.airliquide.com:/vol/C3_PER_VUNIX/AdminCentral","nfs4","/admin/central","1.7 TB","siai-ansip01","","126","siai-ansip01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_hpomuser","xfs","/home/hpomuser","124.7 MB","saeu-aldfp01","","215","saeu-aldfp01","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_admin","xfs","/admin","60.7 MB","ai-samba-prod","","114","ai-samba-prod","Linux Red Hat","Production"
"/dev/mapper/vg_root-lv_home","xfs","/home","124.7 MB","siai-hadmp01","","269","siai-hadmp01","Linux Red Hat","Production"
"/dev/mapper/vg_data-lv_usr_sapadm","xfs","/usr/sap/sapadm","196.7 MB","saeu-opwcp01","","633","saeu-opwcp01","Linux Red Hat","Production"
